Sentiment,Tweet
0,"I present: 💥SHRIMP MÖRLI 💥 and with it my first recorded karaoke cover on Youtube 333 https://t.co/Af4Ibd4Ayx (drawings, rig and animation by me with the help of @BaruVT #moerliart) https://t.co /eP8s5NqW9w"
0,@FCBayern @mdeligt_04 LINEUP HELLO
0,frankdegods LFG! ThumbWarsNFT #ThumbWars https://t.co/3KUlSFoxBv
0,"@SawsanChebli Out There....?!!! Out there, that's real life. Where the small craftsman, driver, warehouse clerk, saleswoman, educator, nurse.... etc. can no longer afford life due to your Germany-scorning politics 😡😡😡 https://t.co/uZbpahOZHt"
0,"The #winning numbers for #Lotto6aus49, from July 30th, 2022 are: 8, 19, 25, 27, 33, 34 Super number: 6 #Spiel77: 7819961 #Super6: 334034 All winning numbers at: https://t.co/jy1nNUtGmN https: //t.co/WVjAGwbZvo"
1,@rzyfps I'm flattered 👀
-1,@franschisska @FreundlichesD He's always a spast
0,Demonstration against corona measures at the Brandenburg Gate https://t.co/ds2RJZ5Sji https://t.co/Axk9fyim4M
0,what was that today I didn't get 80 messages involved 🤔😢😭
0,Nameerrn https://t.co/QR9tGcOOb3
-1,"Dear @Markus_Soeder, for years you have not had a tiki-taka policy on #windpower, but a total blockade, which has only led us into the current crisis. First of all, provide a concept for the end of gas dependency in Bavaria. Then you can continue to criticize. https://t.co/mMHMDW8dfQ"
0,"Yesterday I actually skipped the second page, which hardly contains any content, but proves that it wasn't a solo effort, but that the entire board of the ""basis"" Osnabrück is behind it. Creepy. https://t.co/dwtm6dDS4R"
0,"@MichaelEsders In principle, the entire Conservative Revolution was strongly nominalistic or irrationalistic, while on the contrary, one saw the enemy in enlightenment and rationalism, as the Moeller van den Bruck quotes show quite nicely."
0,"Today is the first time to celebrate since 2019, I'm excited"
0,Wearing masks indoors: do we want masked society? https://t.co/bFIocABjqg #fplus
0,@socmed_fh This makes it easy to park on the cycle path without impeding pedestrians and motorists. 😜
1,"@EpicEugen Get well soon, Eugen. 3 It's good that you listen to your body and don't force anything c: You don't want to end up like me! If something is up, hmu!"
0,@Morgileinchen @Its_joenna @Gronkh Or watch Erik and Tobi to fall asleep
0,"""How can you force someone to take a vaccine 'to stop transmission' when that vaccine doesn't actually stop transmission?"" Joe Ladapo, Florida Surgeon General Florida https://t.co/Iijbgtg5qX"
0,@elisazeronje difficult
0,"@BUTT0NEYED mhm angel, im angel"
0,"@kili_jr2 So it starts. We start counting. The elites are laughing their heads off at ""their"" people."
0,Jacky Ickx  /  Ronnie Peterson  /  Arturo Merzario  /  GP Nürburgring 1972.   #F1 📸 Rainer Schlegelmilch / Getty Images. https://t.co/Pfurm1AXY4
0,Virat Kohli is the brand ambassador of BSF https://t.co/o8H1vceXmM
1,@DerHeuwer I envy @Krawallbrause69 that he now has my body
0,"@NicoleLeipzig Are there videos of this on ""social"" networks? OmG"
0,"𝔻𝕖𝕦𝕥𝕤𝕔𝕙𝕝𝕒𝕟𝕕 𝟚𝟘𝟚𝟚 𝗨𝗻𝗴𝗲𝗶𝗺𝗽𝗳𝘁𝗲 = murderer, terrorists, Nazis 𝗛𝗲𝗶𝘇𝗸𝗼𝘀𝘁𝗲𝗻𝗸𝗿𝗶𝘁𝗶𝗸𝗲𝗿 = Nazis 𝗭𝗶𝘁𝗮𝘁𝘀𝗮𝗺𝗺𝗹𝘂𝗻𝗴 = List of death You have finished."
-1,"@msulzbacher He basically had no choice but to have Anna Politkowskaja murdered. As the Olaf Palme Prize winner, she was clearly a Nazi! And her journalistic work on Chechnya was NATO propaganda. Also, she wasn't murdered by him but by Azov. Or so."
0,@JustinBSC1892 😂😂😂😂😂 I'm also there at kicker to see the fädder retire
0,@Harlekin1991 @k3vk4 @MHoppelpoppel @schorn_stephan but you have the hoodie! 🤣
0,"@HansThalhoffer @Ickthumb @SGEintracht1899 @Kosticinho10 Nope: the employer does not want to fulfill his obligations under the employment contract - then he is not entitled to the remuneration. In the event of an amicable arrangement, rest without compensation"
0,@WikiRogi Buckle up. Now it's getting serious 👮🏻‍♂️🚨👮🏻‍♂️🚨
0,@Nightmare_Keks Failed existences have found a meaning in life again 🤡
0,@xLasoo @Charlxnx1 @Ollixesh @GladonMr There are also people with pocket calculators....at a fan festival
-1,"@lorddingens These self-proclaimed Donbass republics defied the violent coup in Kyiv in 2014. Since then, a Ukrainian civil war has been raging there, the Ukrain. Since then, the army, especially these Nazi battalions Assow etc., have been shooting indiscriminately with artillery into the inhabited areas..."
0,@cartmanplush ASTER SHE LOOKS SO PRETTY EEEHRIWHRHE
0,An analysis of the suicide statistics from three German federal states with a total of eleven million inhabitants over a survey period from 2017 up to and including December revealed no increase in suicide rates during the COVID-19 pandemic. https://t.co/QZk4A3G7rv @JSchmitzLeipzig
0,72. | 🔄 Fourth change at OFC: Onangolo comes for Breitenbach. 🔴⚪️ #OFCF95 #DFBPokal #kickersoffenbach #kultsindwir #nurderOFC
0,Pizza Hawaii in itself is bottomless. And now with salami instead of ham? https://t.co/hFpjz97MEu
0,How did this day go by so quickly?
1,@brigatistaa you are the funniest
1,Best times in Germany! 🇬🇧 #WWELeipzig #WWELive #WWE @DMcIntyreWWE @fightbobby @SashaBanksWWE @NaomiWWE @SuperKingofBros @ShinsukeN @KingRicochet @SamiZayn https://t.co/5xYzUOTXAd
1,@JaneDoesStories Have fun 🥳. Hope to see you next year
0,@keskilyaaa well it was ok but it's also undercover country you know
0,"The point is that in real life, lists, words, and frivolous comments can hurt or kill people because a person, incited by it, just goes off and hits them. Hate on the net is momentum for real thugs. Thank you 🙏 https://t.co/mYOO1PRvoC"
0,"""Life on wear and tear: those affected by poverty from Baden-Württemberg tell"" https://t.co/VAaR2c30Jg"
0,"Two intensive care units merged into one. Reason: lack of staff. The clinic can take in fewer patients, and the seriously injured have to endure longer transport routes. When will politics reach the point of “overload”?"
0,"@Lohapedrar Wanted it with the first child, but didn't go because of BEL. Then she wanted to give birth to BEL spontaneously in a specialized clinic, but unfortunately it didn't work out. and much more"
0,short announcement: of course fetishes belong on the csd they are even historically a mainstay. anyone who babbles something about “but the children” uses right-wing narratives that constantly try to build disgusting bridges between “danger for children” and queer people
0,Kluber is dealin
0,@borrible @Queen_Of_Light @vanderbellen @drlisamaria @ingomar_gutmann Do you live in Austria?
0,"I can only advise you, send your children to boxing and not yoga schools and teach them to fight back and fight back so that they do not become victims of these cowardly migrant thugs. https://t.co/EmjGvH8eC9"
0,@YouToubeGirl how tall do you want ''she'' to be? 1.60 1.70? maybe 2m? 🧐
0,@MrJonasDanner Because he always kind of shows respect for civilians? no idea
0,@Ben_Bombadil How are you 🐶 today?🐾
0,@GolfTravelerJoe Portmarnock
0,@djuffie @ginosingh_ I'm curious too :
0,"It is obvious what people like Söder, Merz and from the ranks of the FDP are actually about: the withdrawal of the nuclear phase-out. Demands for a nuclear energy summit, fracking for the North, lamentations about nuclear fusion show the absurdities the debate has taken on."
0,@LangeNase @ArturWeigandt Then I'm reassured. Enough Neanderthals jumping around here already.
0,"Sg. Mr. @florianklenk, I read your article on the death of @drlisamaria, heard you speak of @iwonalaub in space yesterday. I would like to point out the following:"
0,@LGrimsqueaker I helped repack surgical sets in the instrument sterilization department. Believe me I had everything in my hand what is there. The amputation set in particular was full of nasty equipment that was more reminiscent of carpentry equipment
0,Hey check it out 🤗 @ArenaNet @GuildWars2 #GW2 @GuildWars2_DE @TwitterGaming @Touch_Portal #twitchde #twitchpush https://t.co/A0SF016qbu
0,Do you remember that? https://t.co/a1bqcxVEsq
1,"Today we were with hundreds of people at #CSDNeustrelitz. Good mood, good weather and an important campaign! Many thanks to @queer_nb and #queernz. #csd #neustrelitz #thefirstpridewasariot https://t.co/3JOJp7cQ8s"
0,@batundso because of you. Not with you
0,#Silco #Arcane  – Mary Shelley Frankenstein https://t.co/D2m2rqpSfQ
-1,"@lawen4cer Funny how your own methods are a lot less fun when you experience them yourself. Mic is just a perpetrator and not a victim. And a tearful, spineless, cowardly sausage."
0,"Live - #Subnautica Below Zero Let's continue, this time I also saved and don't have to do everything from the beginning again :p https://t.co/bXz0QnV8vE #TwitchDE #Twitch #SubnauticaBelowZero"
-1,"@FirstName15 Then I'm sorry. For me it's not about being morally better than others, it's about living in accordance with my values. Knowing X is actually wrong, but doing it anyway creates a rift and doesn't feel good to me."
0,@JohannesSpalj That is far beyond my experience
1,@VeiglSilvia8 @BernhardHackst1 Kiss you love you so much love to have you sweetheart sweetheart train kisses kisses kisses 😘 😘 😘 😘 😘 😘 😘
0,@Marcixdd1 i know sorry been manipulated by too many guys with nike rings😵‍💫🥹
0,"The imposition of a ""state of emergency"" in New York due to monkeypox shows that rapid global action would have been more important than trivializing forecasts https://t.co/Gb46k5eMAi https://t.co/9bffvwwwWX"
0,@Blaulichtpirat1 @lena__keller @FinnKarsten @Patrick1Krieger That's where I did my lecturer. There was plenty of discussion. 😅 Almost all federal states were represented.
-1,"#jakeshields Now that it's clear the vaccine has failed, the people trying to force us into it are trying to pretend nothing ever happened. They want us to forget, but I will never forget the hate and contempt we have. #wirhaveexcluded https://t.co/H4g8xVrLYX"
0,But I'm also very good at oversharing. https://t.co/o81g8waKD9
0,"Oh, thank you for Oarsch too."
0,@MitschAlexander Maassen is the spiritual successor of Heinrich Himmler.
1,Good morning dear #bitcoin plebs. That week I was invited to @_einundzwanzig_ and talked to @fabthefoxx and @danielwingen about my personal journey into the #btc Rabbithole. It was me a friends! Simply unbelievable https://t.co/V8E4jYagpA
0,"#GreenIncompetence Therefore, the requirements for civil servants must also be lowered so that Greens can be brought into these positions. https://t.co/Lb6r4cqHau"
0,"#Ukraine is now not only shelling civilians in Donbass, but also Ukrainian POWs in Donbass. Is this how they should be silenced? 🥴 https://t.co/WPJI8VLe1r"
0,"@winnkekatze Hello guys, do you have a little bit of patte fürn bum? Do you know what patte is?"
0,"""The unvaccinated must not terrorize the majority as a minority"" Marie-Agnes Strack-Zimmermann Politician FDP, publicist 15.11.2021 #WORLD From minute 4:12 👇🏻 https://t.co/TDDHgbvpRW"
0,@aus_dem_walde @a_crelier @mkdrrdkm @nikitheblogger Who wouldn't help Germany?
1,@FOPinHamburg That was really a wonderful farewell for Bobby. He and you were a great team.
0,@Dirk_aus_Hessen Less butter will do you good.
0,@PsychophieToBe And learn in time not to let yourself be taken advantage of like that. Nobody has to stand in the operating room for 6 hours without a break.
0,"@DariusHorch @Darling_2022 Above all, every soldier is primarily a citizen in uniform and bound to disobey unlawful orders. And deploying the Bundeswehr in your own country against your own people is illegal! That alone, this government intends to do so, shows the true face!"
0,[VIDEO] 220730 Chungha al Mik Festival! #청하 #CHUNGHA @CHUNGHA_MNHent https://t.co/JbLKe5qqul
0,"@DrJoelina The cat must have found easy prey in poor Birbsi, because an escaped canary naturally knows even less about cats than other wild birds."
0,"ℹ️ 17,838 spectators follow the game in the kybunpark. *2:0 | #SGFCZ #fcz #stadtclub #NieUsenandGah"
0,"Whenever something has to be tolerated somewhere, I have to think of this post where the bartender explains that Nazis have to be thrown out of the pub immediately, otherwise it will eventually become a Nazi bar."
-1,"From what military experts and economists are saying, things are not looking good for Russia at all. Russia's greatest hope now lies in the West's stupidity, discouragement and corruption."
0,Freiburg vprbestrAFT
0,Our politicians obviously have no idea who we Germans are. But more and more Germans are getting an idea of who and what our politicians are.
1,Greetings to Randy and Claas from Bremen and Hamburg ;) https://t.co/8dYpMFjrtV
0,@CorvusCoraxPC Is that an attachment for Bosch drills?
1,@BlackI3ird Is noted! Then keep your fingers crossed that I'll get the bird down on Monday too! 💪 But then you all have to come to the coronation ball on Monday evening! 🥳
0,The undefeated #1 when it comes to Sinnoh. https://t.co/04hcaQ8c9K
0,"@gudrungiebels No - every Saturday in the pedestrian zone there is a ""Rosenmann"" with a stand that sells these beautiful and super-smelling roses."
0,"Who knows you here with Knights Templar 🙏? Question: Is that their sign? And if so, what is it doing there in a Byzantine chapel in Mystras? https://t.co/Vlrz8aPcSa"
-1,"When people are driven to their deaths by incitement and threats and the security authorities look the other way, then that is pure fascism. #lateral thinkers are terrorists"
0,The hate campaign of the agitators is orchestrated hot air! #I have participated #We have excluded https://t.co/S3uZ4Cv9ED
1,@Osamavon09 I'm relieved now though
0,@helgelindh your intellectual level is below ground Mr. Lindh!
1,"@MowkyFox @OskarPannier DS: you can do it easily 👍 Outfit: very pretty and authentic, fits the game. Does it actually become a cosplay through the ears? Because otherwise it is 100% suitable for everyday use. 😁👍"
0,"I always said I could never be vegan. Ever since there have been all sorts of dairy products, the best “meat substitutes” and the greatest vegan chocolate biscuits in the world, it has become tight for me when there is at some point artificial belly fat and “cheese” that don’t taste like building material *"
0,@Celineee44 @playboysphinx ran over your kid but he would surely make you a new one
0,@Radiiktrs Muslera of course
-1,"My Ghanaian friend was taking care of her neighbor's (white) baby and then the police came because a Karen had called about ""child abduction"". They then took the baby away from her until the neighbor came back. 🤬"
-1,"@Pea44305359 @Karl_Lauterbach peda, I just think you're crazy!"
0,Train Driver of the Month👍 He's right... https://t.co/WlM7gjkjN4
0,@Karl_Lauterbach But the following is even more repulsive! https://t.co/7elERtE2cu
0,Michelangelo is my favorite ninja turtle
1,"@hspmauli Churchill put it quite well: ""One should offer something good to the body so that the soul feels like living in it."""
0,"I can't remember the last time I was so sick.. I didn't usually have summer flu. The 4th day now. Luckily the headaches are better, to compensate I have a sore throat. Cough like a pig. Shit"
0,@alfobello How do you talk to the Föhrer???
0,they sell cable ties for 588 euros https://t.co/QlJca13CEb
0,There is a lively discussion in Berlin as to whether the 9-euro ticket should be continued. But what is certain is that every liter of kerosene used in passenger air travel will continue to be subsidized by the state.
0,"@Heinz_Donath @Jrgen70858433 @borginov It was not until the 1980s that there were more hot days than in 1972, but since then there have been regular and increasing numbers of so-called tropical nights (even at night in the city over 30°C) in 1972, and in 2022 there were already 8. But yes everything like 50 years ago Oh yes and would we with 49 or 51"
0,I just turned twitter on bright... it's like a different world
0,@cosisgal @Division1979 @Petra04894866 @chaosknispeline @Claus1766 @666Vitpilen @buitengebieden Well I'm outvoted and have to consider you the Grim Reaper 🤷🏻‍♀️🤣
0,Yachts are also just floating mobile homes.
0,@GhostixR6 @Itzz_TiMEX Everyone sees it differently 🤷‍♂️
1,"@ThomasWalach @BaumgartenErna Too bad I still have a bottle of children's sparkling wine from New Year's Eve - very decadent - and a Schlumberger White Piccolo, but as we all know, hope dies last"
0,@istderlandvogt That has to be considered depending on the situation ☺️✌️
0,"@UweJelting @helgelindh Nope, just a list to put on the internet for the mob to lynch. The striker has already done in the 30's by unwelcome leftists and Jews."
1,"Today is International Friendship Day. Friendship is wonderful, respectful, inspirational, wholesome. Mutual give and take without coercion. Simply because you appreciate, like or love each other. Dear friends: Thank you for existing.♥️💚❤️💛💜"
0,@griscia_ffb @lawen4cer Mic wants society to split and calls against the split. He also accepts that death threats will be written against these people /shadow
0,You can't change everything. only yourself ! But most of the time that changes everything. https://t.co/mvfVwx9knv
1,https://t.co/eXPXMx2zh0 Polar bears take the first cautious steps (how beautiful is this!
0,"@BewareMacduff @_mutsein @greenCat_mike I also didn't say that only entrepreneurs vote for you, pensioners do it too :)"
0,Kickers Offenbach - Fortuna Düsseldorf 1: 3 Goal: Ginczek (71.) #OFCF95 https://t.co/txXqxGpuvy
-1,"I find it extremely pathetic how, despite the confirmed war crimes, Russia is not perceived for what it is: a belligerent, authoritarian regime without morals, without humanity. Our unconditional solidarity goes to Ukraine. Russia must lose."
-1,"Repeating this stupid narrative like a mantra doesn't make it any truer. When people take to the streets, it's not because they're right-wing, but because of the disastrous and destructive policies of the traffic light coalition. https://t.co/nqVMzPnC4h"
0,"We only need a total of 1,225 euros. Maybe you have something left please to support. Thank you so much! https://t.co/jzzcTloHKM"
0,"@cmodder1 @EFDavies 3 designed, shaped and defined. These criminals, including Mr. Bandera!, created this historical context that you now want to look at and take into account in a ""differentiated"" way? Very questionable method!"
0,Kickers Offenbach - Fortuna Düsseldorf 1: 3 Goal: Ginczek (71.) #OFCF95 https://t.co/VVNCfcwIBV
-1,"Worst, absolutely inhuman #war crimes committed by 🇷🇺 soldiers became known this week. #Putin will show no mercy if we let him. Therefore, there is only one way to protect Ukrainians: by defeating 🇷🇺 with heavy weapons. https://t.co/XOj6g94reM"
0,@ThomasWalach @hofpower @thorwarp @OthmarWicke At least that's what Parliament's website claims: https://t.co/wQY5XfH9P3
0,"@NemoVosScitis @Vorzimmerdame2 For god's sake THESE ARE FFP2 DUST MASKS there is no OTHER PURPOSE. In addition, there is a fee-based instruction by the professional association and a fee-based medical examination. NONE OF YOU EVER HAD RADIATED🤦‍♂️"
0,Kickers Offenbach - Fortuna Düsseldorf 1: 3 Goal: Ginczek (71.) #OFCF95 https://t.co/XCGOJCfE9f
0,"Tomorrow night at 8 p.m. we will broadcast #SurfingLive episode 59!! Brandung Live is our radio show on Potsdam politics and reports from Brandenburg, Germany and International! Check out our website: https://t.co/a9OvQ6VvNc #PiratesOnAir #PoA #PIRATEN #Radio https://t.co/D6AnoQPKxq"
-1,@sizinamklan unlucky
0,Who knows this creature ???? https://t.co/PoRdaGofF2
0,@Holgermat I used to be a regular guest there 😂😂
0,@DennisKBerlin He's not even being blamed (at least in the examples he gives) for the death of Dr. Kellermayr held responsible. Sounds more dramatic for the plunge into victimhood though. Blocked me after commenting on it like that. What a pathetic creature. https://t.co/XRSKBsLuTP
-1,"@helgelindh That's right, those on this ""list"" didn't learn anything, they were even denied a good nursery. Do you want to ban citing now? Go to Russia, it could work there, you Putin troll."
0,I atoned for all my sins at the construction site today. Now I've earned a cool Gustl. Cheers folks.
0,@diebosnierin That no love the siamese twin digga
0,"@Ben0707Hamburg @HsvVolkspark87 Would be big, but I don't think he wants to leave"
0,@welt Emigrate to Hungary? 🤔
0,MATH HOFFA - SUPERGANGSTER VIDEO🔥🔥🔥🔥 https://t.co/CFW9awuNfJ via @YouTube @MATHHOFFA
1,"@_Donnerlittchen Then be happy and do something. Maybe with a colleague, an acquaintance, etc. 🥺👍 Take care of your health! ☝🥺"
0,"limits tight. NOW. DEPORT fanatics, dangerous people! The mother of a Turkish-born IS fanatic who threatened to cut off police officers' heads crashed her car into a police officer in Tyrol on Saturday. The officer was seriously injured. https://t.co/u8xXWaSlrd"
0,Tueren OG - TFK OG Dirk Tuere is now closed (07/30/2022 19:32:50)
0,I didn't learn at school that war means politicians from different nations grinning stupidly in the evening sun and sipping champagne on a balcony in the middle of a war zone. I've been screwed 😱 #Ukraine
0,Want jmd pro clubs on ps4? But need defenders
0,A diagram that shows everything. #Nuclear scandal #Nuclear powerNo thanks https://t.co/D46iq9UUeW
-1,"@erichOtava @Anar90068571 @Natascha_Strobl sorry, I'm not ready to discuss narratives beyond scientific facts, crystal ball forecasts or common ""sayers"". and certainly not on a level of ""mask fanaticism"". this is pointless..."
0,@butch_013 @Stefani00169385 @Malex76 @Kim_Mars @MartinJende @thepaffy @frankstengel Ok. Sounds like the hood behind the wall. Can we meet white walkers? https://t.co/wfQNwq44Zt
-1,"Let's get to the usual recap of the first day of the dork week. 1000 cognitively restricted angry citizens from the right edge of society stumble through Berlin whistling and present their uselessness, respect their number sheep 🤡🤡💩💩 Part 2-3 here 👇 https://t.co/MRTeMert4w"
0,"@MobileInCH Yep, 2 months of work camp And you're allowed to clean up the 10-year-old BW garbage here"
-1,@Karl_Lauterbach What agitators and splitters you are!!! Step back!!!! THEY HAVE SERIOUSLY DAMAGE PEOPLE AND DESTROYED LIVES !!!STOP IT...YOU LIAR!!!! YOU ARE SO ASOCIAIAL!!!
0,"@bayer04fussball @SV07Elversberg The same words as after Lotte, RWE and KSC. Then bring the quality to the pitch! Just deliver. #B04"
0,"@schokofn @payback7_ boy you play normally in league, completely lost"
1,@sturmwind_5877 You too Marco... Thank you 🤩
-1,If you tell a fool to play dumb... Exactly! That's how she looked too.
0,@Puste34116752 And Putin is the second greatest terrorist of all time.
0,"@respawn1988 @haraldlaatsch @misik Section 189 StGB - Denigrating the memory of the deceased ""Anyone who denigrates the memory of a deceased person will be punished with imprisonment for up to two years or a fine."""
0,@sp0rtmarkengoth @grrrlz2thefront @thegreatfoxby Just wanted to commend your accurate analysis and explanation
-1,"Remind every day... that the AfD is not a democratic party, but a fascist, anti-social, misogynist, homophobic and racist association of right-wing extremists that is observed by the Office for the Protection of the Constitution. Inspired by @Fan_Tas_Tisch"
-1,"@dirk0812 Yes, I feel the same way. Just awful."
-1,"@BisonBonasus2 @MarcoPVogt @paul_muad @LarsKayserberg @akm0803 I'm the biggest potato myself. However, without being a racist. Unlike you. And now I'm blocking you."
0,"Direction of #Bakhmut: Russian forces storm near the settlements of #Semigorye, #Vershina, #Pokrovskoye and areas around the thermal power plant #Uglegorsk. #Ukraine #UkraineWar #UkraineRussiaWar #UkraineConflict #NATO #NATOTerrorists #Donetsk #Donbass #Russian #EU #USA #DVR https://t.co/l0C7LZrabu"
0,"@GorkiGundolf Believe me, you can't get it out anymore"
0,@valerie_galery Dammit Michael
1,@JJekrom I always find that so brave. Maybe I can do it outside. I'm still using photos to help. 😍
1,Please share so many come to the demos: https://t.co/MTmvaiHh7m
0,@eROCKIT_Bike Is that an Öhlins shock absorber and if so can it be retrofitted to all eROCKIT?
0,"The TERF activist now seems to have arrived at the Shoah, she implies, thereby relativizing it. https://t.co/a9bWqVIgch"
0,"Two months after reporting, the hard edge is gone and everything is completely paved. That went quickly @Ottostadt 👍 https://t.co/bMSOIfunqC #magdeburg @ADFC_MD"
0,The hardest 69 of my life. https://t.co/Nsyt6eIJTO
0,@uludag_enis it's not that warm
1,@Schwarzenegger Happy birthday to your mom and to you Arnie! 💪🏻 Greetings from the Czech Republic 👋 Cheers to the best! 🍺🍺🍺
-1,@Tagesspiegel He's not trampling on EU values. He shot her and threw her in the septic tank.
0,@TeeConnaisseur @Karpador10 @kineyDE @f2k1de @liberaloluke If you want to overlook the Constitution and Enlightenment. Here you go.
0,"@lightcatcher84 @PHOTO_SPTH77 … with a delay 🚂 oh ha, don't let the dear wolf read that 🙈😅"
0,"@nix_mir @ElefantImRaum2 @helgelindh The suicide is very unfortunate! Despite everything, he was not ""persecuted"", but against him was correctly determined wg. Issuing false health certificates. This can be punished with up to two years in prison and cost the license to practice medicine. So...don't say crap"
0,@HaeliHarlequin @MimiMaid Finally getting married! xD
0,"@gedankenlos22 I'm so sorry for you. I wish you a lot of strength for this difficult time. And despite everything, have a great time with your #Winterling."
0,Between the lines so many thoughts of you. ~
0,"@sp0rtmarkengoth Great reason ""It doesn't taste good"" because we billions of people on this planet all have one and the same taste 🙄"
0,"@ranzaccount If it lasts, it's not a botch lol"
0,Is this Germany's future...?!? https://t.co/IlaNj1CLQy
0,"Dear Ms. Vollbrecht, if I am appointed to the HU Berlin, I would be happy to invite you to one of my seminars on ""Biopolitics of National Socialism"". You could definitely learn something from it. My offer stands. Sincerely, Dana Mahr"
0,"The Foreign Office left us alone and largely ignored our assessments and operational suggestions in the weeks leading up to the evacuation,"" van Thiel later told SPIEGEL. It's clear that it was a cluster fuck, as we saw, /1 https://t.co/eAl2BghaVh"
0,Bouldermüsk Flexbroad
0,@destinygguk KKKKKJJKK MDS ???
0,"Totally trivial, this math. 😂 https://t.co/VU2ajLRLgy"
0,"Parties that contain an F/ f ,,, !?!"
0,"By the way, this is the flag that stands for freedom, democracy, tolerance and diversity, dear Federal Government. https://t.co/0BRterVhnn"
0,"1/ hey @kaufland @lidl @amazonDE @Tchibo_presse @MinijobZentrale @EON_Presse @LeifaufSending @hubertus_heil @PorscheNewsroom @digitalziegler @JOOP_official @commerzbank @allianz_de @Achgut_com considers our information to be ""denunciation"" and calls for it ourselves... @blakeswort https ://t.co/fBfbmK6OJS"
0,"@philipphinze24 Laimer is in the starting eleven but I feel very sorry for Angelino, it would be good if the fans chanted his name today! He always gave everything for the club!"
0,@RusenTimurAksak They probably do anyway.
0,@FruhwaldLudwig Hmm does it look completely different to me on the gerilla TV page and on a number of telegrams? Do you want me to send you some videos? But caution is not without...
0,"@nobody_6666666 @ariakenjed12 will hold @Polk_Azov and rules of war accountable. That is why we – AZOV, Ukraine as a state and the entire civilized world – will painfully fight back so that Russia remembers this once and for all. We are already identifying the names of the executors and"
0,@DoKomi @SmashContest @quikssb @TarikDee @BaseBeJay @DarkThunder333 @pichudrybie @Ente_ssb @EOmorbido @Zetalure That took a long time
0,@Rote_Luna Oufff I didn't see them 😭😭😭
-1,"@polarstern64 @dr_raddatz Everyone else who took part too. They did it voluntarily without being forced! No one forced them to discredit, harass, bully, exclude, coerce and deprive their fellow citizens of their existence!"
0,"@ntvde The only necessary vaccine for the Oktoberfest has a volume of almost one liter, that's enough 🍺"
0,"Habeck at Phönix: ""Russia is proving to be an unreliable supplier."" Could this also be due to the fact that we loudly announce that we are an unreliable customer and do not keep our promises?"
0,@Brodo_14 Based on 97 promotion jersey
0,Give me some pink sauce.
0,@nazaleclercista virgin
0,@NCTsmtown_DREAM missnnnn
0,@PamelaRuetten Fits perfectly 🤣
-1,You used your children as shields You arranged a murder at a gas station You run with Nazis and other anti-democracy groups You are perpetrators. #SolidaritaetmitderWoelfin #lateral thinkers are terrorists
0,@zart_besided @RalfLoheit @KokopelliBFree @fotomenschen Really? But even poor sunflowers have nubs like that
0,@KMiksovsky @beastofthedeep @Crawford_MILB Verlander vs Flexen now.
0,"I always find it funny when all the Russia bots come up with the ""argument"" that USA has done bad things in the past too. As if that justifies anything that Russia is doing. BUT THE USA 😭"
0,@SawsanChebli Wer zundelt? https://t.co/MKud5J6wMT
0,"@micLIBERAL You have nothing to fear from supporters of the panic faction. If you suspect someone near your home, just cough 2 times. They then leave the field on their own."
0,brophin is absolutely boring
-1,@daswarkeinhuhn whether that's so-called irony 😡
1,@KnorkemannNagi Very very nice
-1,"If you pay attention, you will notice that the stories are the same or repeat themselves in all these corners and that we are creating a homo- and heterogeneous melange of hatred that has a system collapse in mind and will not rest."
0,"@SVPch Dear SVP, dear voters, if things are not going well in the country, which party should you most likely not vote for? The strongest and biggest, because she is also likely to be most responsible for it, even if she denies it. Therefore: https://t.co/ggfLPv98AD"
0,@betterluegen chocolate and lemon used to be such a banger combo when i was a kid
0,Dreamer (2005) - IMDb - https://t.co/b9PTK2ot4q
0,Everyone knows the moment: Cornetto ice cream chocolate end then bite off the ice cream #cornetto #icecream #ice cream #enjoyment #chocolate #choclate
0,Fit and relaxed!
0,Germany as seen from the ISS space station. https://t.co/4tnoJvDWgF
0,"__Out of the 320 participants of the @SmashContest 2022, the following 8 made it to the top: 1. @quikssb 🇩🇪 2. @TarikDee 🇩🇪 3. @BaseBeJay 🇳🇱 4. @DarkThunder333 🇩🇪 5. @pichudrybie 🇩🇪 6. @ Ente_ssb 🇩🇪 7. @EOmorbido 🇨🇱 8. @Sirjonssb 🇩🇪 Congratulations 🎊 📸 @Zetalure https://t.co/6mADW3x5IR"
0,"In Missouri - Sewage Investigations! BA.2 completely disappeared, 95% BA.4/5 and approx. 5% BA.2.12.1....... At least they search AND publish the data. https://t.co/clBrcAN5Zr"
0,"@freiraumreh I have to take it permanently due to endometriosis so that the stuff doesn't continue to grow and I have to honestly admit that it doesn't completely take away the pain, but it gives me quality of life. Unfortunately, the pill triggered hormone-related migraines 1/2"
0,"@AmazonHelp ""Alexa, remind me to nag again at 12am."" ;)"
0,Check out my new space video: https://t.co/MZEvFkeCv7
0,Baloch  mat 💔#StopBalochGenocide  #ReleaseAllMissingPersons https://t.co/OpsKPbKNSb
0,"@FameSara07 @JaninaLisaBuckl Yes, I think so too. 😌✌️"
-1,"CN Suicide unbelievable, the dedicated doctor, from Austria, @drlisamaria is dead 😢. Broken down by the lack of help from the authorities, worn down by hate and death threats from #QuerdenkerSindTerroristen What shitty society are we breeding right now? https://t.co/q0iK3svnPa"
