Sentiment,Chloe,Tweet
0,0,"@Perowinger94 @Luisamneubauer Leider sind auch die Rohstoffe für EE begrenzt. Wenn alle Länder ihre Primärenergieversorgung dezentral auf EE basieren wollten, dann würden die Preise explodieren.  Wüstenenergie als gemeinsames Menschheitsprojekt wäre effizient, ist aber aus gesellschaftlichen Gründen utopisch."
0,0,"Kind: Kaiser ist nackt!  @correctiv_fakt (Faktencheck für den Hofstaat): Kind ist umstritten!  Köstliche Glosse, passend zum #KartoffelVirus: https://t.co/GASvRV9VZN"
0,-1,"Keinen Netzausbau, keine Windenergie, kein Endlager-Standort für den atomaren Müll, Laufzeitverlängerung für die #Atomkraftwerke fordern und jetzt noch Fracking für den Norden. Das ist die Politik von #Söder und CSU. Verantwortliches Handeln geht anders. https://t.co/5ZsHYmgmie"
0,-1,"@Roitzi3 @BILD Echt jetzt? Der ÖRR macht pausenlos im Prinzip Wahlwerbung für die Grünen und wirkt mehr wie Regierungssender, denn als freie Medien und hier haben wir ein unabhängiges Medium das eine Regierungspartei kritisiert, aber da kommst du mit dem Begriff ""Propaganda""?? Gott wie lost."
0,0,@BirgitNeumann12 @Streitschuster @derliebeMichi Wahrscheinlich ist das ein Algorithmen-Konto von der Impfpropaganda. Am besten gleich blockieren.
0,0,Ich muss früher oder später in den USA leben weil das das einzige Land ist in dem ich als 35-jähriger Mann nicht dumm angeguckt werde wenn ich stupid fruity Softdrinks Bier- oder Weingetränken vorziehe https://t.co/HkGuLXLYO7
0,0,"Wie sich CDU und FDP #Kernkraft vorstellen. 😏  ___ Und schönen Dank auch an @L_Bednarz, weil ich diese Szene jetzt ewig nicht mehr aus dem Kopf krieg. 🤨 https://t.co/EiXfLgN66w"
1,1,@sikpek69 dankeschön 👩‍❤️‍💋‍👩💖💞💕
0,-1,"@JulianGrendel @jreichelt Falsch, er hat recht."
0,0,@early_enough Reich an Gartenzwergen? https://t.co/VrQ5vNWc49
0,0,@apilz1980 @LarsKehlen @BentsCristin @MeichsnerR @zitronenkaffee @Deprifrei Woher haben Sie die Info?
-1,-1,@RBromanogers @F1nnBMG Du verfickte Missgeburt 😬😬
0,0,"@fredericusrexwd Wie wäre es , wenn Sie sich Grundgesetz orientiert?"
0,-1,@ThompsonWesley @SpoonySlime Nicht mal das kennen die 💀💀💀
0,0,"@YessProbably @StrohhutJunge66 @eiskanone PS....das BMG ist ein Ministerium. Eigentlich sollte man annehmen, dass die dort getweeteten Aussagen verlässlich und geprüft sind!"
0,-1,Nicht deren ernst https://t.co/IXaziCW1m9
-1,-1,"@Martin80698745 Das bringt nichts, weil das dumme Volk wieder genau diesen Dreck wählt"
0,0,@Hoellenaufsicht @jreichelt Ihm fehlen die Praktikantinnen
0,0,"@paradesii_ oh, Ich spiele dieses Spiel, lass uns zusammen spielen rank"
0,-1,"@bothe_jessica @derliebeMichi Bevor es eine Impfung gab, konnte ich mich nicht impfen lassen (was für eine Frage🙄). Die Impfung bietet Fremdschutz, das steht nun wirklich ausser Frage. Das Risiko in verschiedenen Altersklassen ist bekannt und es trägt nicht zur Erkenntnis bei, wenn Laien darüber diskutieren."
-1,-1,"@Mathias32529271 @wernerbeckers Fassen wir zusammen, Ukrainer sind für dich keine vollwertigen Menschen, Putins Bastarde haben das Recht, sie zu foltern und ermorden, du leugnest den geplanten Genozid. Was soll man da sagen? Ach ja: Nazi!"
0,0,@lenafrisch19 Warum war dein Tag traurig. Dein dildo scheint lucky zu sein.
1,1,@Mister1975 Herzlichen Dank 😍🍀
0,0,"Wenn alle Räume entrümpelt, alle Möbel verschoben, alle Zimmer getauscht und bei der Gelegenheit tapeziert und gemalert sind, dann werde ich sehen, in welcher Ecke ich Farbe vergessen habe und außerdem nichts mehr wiederfinden. Zum Beispiel Ladekabel."
0,0,"@mouse_mio @Schlautropf @mickzerozero Sie können eine multimorbide 98 jährige nicht zu Hause pflegen , es sei den man ist Altenpfleger. Zumal ein anderes Familienmitglied die Betreuung obliegt . Was wollen sie uns andichten? Dürfen wir sie nicht besuchen ?"
-1,0,"Wir haben mitgemacht! Wir haben ausgegrenzt, diffamiert, diskreditiert, beleidigt und Menschen gecancelt. Im Dienste der Wissenschaft! Auf vielfachen Wunsch dieser knackige Thread, mit Aussagen, die man nicht vergessen sollte: #Wirhabenmitgemacht #Wirhabenausgegrenzt 👇🏻  1/25"
0,0,"@herzbruch1 Das war ein anderer Satz, jaja, klarklar, aber denk dir den Zusammenhang selbst, du bist ja schlau."
0,1,"Kurzer Check, was die Company treibt und super 🌟. No joke ey … so „trotz allem und nebenbei“ mir das aufgebaut … schöne Sache. 🛒👨🏻‍💻✅"
0,0,@ShurabilJ @Sakeenatu2 @ahmad__sayyady @Abduulahad @AbdoolShyndy Gskyr kenan
-1,0,@LindemannsTilI @CassandraCall22 @RND_de immer noch keine belege und quellen.   weiterhin nur dummes geschwätz und natürlich auch beleidigen ach ja.
-1,-1,@yapmabana20 ich mag dich nicht
0,0,@KeletsoMss 30 years  Pietermaritzburg https://t.co/tqQN6yNKWl
0,0,@memesiwish PFFT FRAAAP POOT BLAT THPPTPHTPHPHHPH BRAAAP BRAAAACK FRRRT BLAAARP PBBBBT TOOT https://t.co/0lLFRyCydI
0,0,@youcancallforme Wo und wann?
0,1,@PlayboySniggi gut und dir so
0,0,@victorabadf1 @goiko P1: Carlos Sainz P2: Max Verstappen P3: George Rusell
0,0,"@FreyaMoonbow @NowaboFM @DB_Bahn @Karl_Lauterbach „Also der Nachbar Herr Müller, der hört hier heimlich Westmusik. Ich will ja niemanden diffamieren, aber darf man das denn?“"
0,0,"@Niklas_KKK Probier mal Bahrain, turn 12 das gleiche"
0,0,@polenz_r Und bis heute verstehe ich nicht warum...
0,1,@blowjob__ @Hott_Heim @DarnAnal @Ass1Doctor @MaxxxiMad @assmaniacXR @Black0rchid_ @ArgySteve @ErivanEsc @SacanaDuTT @wartraktor @PitifulZigzag @MLu5t @TopAModels1 @Sircharly5X @21st_Gallery @OSexxx69 @HeadlineRedux @BiGoddess3 @AssRefocused Das wäre mal geil so benutzt zu werden
-1,-1,@greeny_nicolini @nareksisiX Junge halt dein Maul in der echten Welt würde ich wenn ich dich sehe die straßenseite wechseln und so tun als würde ich telefonieren. Was für echte welt. Gott ich hasse Männer
0,0,@Bob62729136 @JulianRoepcke Das kann sein.
0,-1,@nickmara unmute me tf
0,0,"@EkorreMig @NowaboFM Es ist so amüsant, das ehemalige spd wähler immer betonen müssen, dass sie mal bei der spd waren ^^"
0,0,@MDRAktuell Löscht er mit?
0,0,@Czece64 @The_Banghead Mach bitte.😊
-1,0,"Deine Mom ist wie das Michael Jordan Logo, Denn die Ho macht ihre Beine breit"
0,0,"@Bundesheerbauer Versteht niemand mehr im Lande, warum da nicht sofort der Plan Doskozil endlich umgesetzt wird. Hercules anwerfen und in der Sekunde den Herren ausfliegen. Was passiert tatsächlich? Er schreit Asyl, bleibt  Jahre, vl. ein Leben lang in der Sozialhilfe geparkt und wir zahlen."
0,0,@bod_republic Knack Albino 😑
0,0,Ach wie toll. Kann man sich jetzt irgendwo impfen lassen? Bitte?! https://t.co/s82lmJm1Gb
0,0,"@B19Jens Und Bildung ist der Tod Feind eines solchen systems, deshalb genießt die auch keine hohe Priorität in der Politik."
0,-1,"Früher gab es den Deppenapostroph, heute das Deppen*sternchen oder den Deppen:doppelpunkt - von irritierenden Sprechpausen abgesehen. https://t.co/6jCFMHq2ph"
0,0,@MaewNam @Karl_Lauterbach Nicht geimpft?
0,0,@sandfraeulein @yasemina79 @Lam3th Und gegen Nudossi?
0,0,@RUBASTA7 de um xbox
1,1,https://t.co/7DuyQYgDzJ Wahrscheinlich werden es die hier werden 😁 Hab noch 2 andere zur Auswahl aber die finde ich irgendwie am besten ❤️
0,0,meine bauern ham geerntet es gibt neues weed
0,1,ich bin nicht reich oder hübsch aber ich bin überall wo ich hingehe die coolste person
0,0,@taeyongslay @vivii404 @markT_Tlee Lea das wird mit f geschrieben
0,0,snzlsjxlskzlsj te amoo https://t.co/g3NJDq9Qlc
0,0,@98mercedes98 Wenn ich mies oder kämpferisch drauf bin gibt’s einen Kommentar. Aber aktuell bleibt immer weniger Energie für solche nicht fruchtbaren Gefechte.
0,0,rkgk :)) #ArtoftheRogue https://t.co/DfxNfGlp3j
0,0,@standuphumorfun Und es verfestigt sich meine Meinung über Leute die in Berg wohnen:)
1,1,Das erste Feedback erreicht uns von Thomas Stengel. Vielen Dank für die warmen Worte 🤘 #metal #fromashes #oknos #release   https://t.co/BasXckSAwO
0,0,Kursangebot der Jobcenter Das Milliardengeschäft mit den Arbeitslosen 04.01.2018 https://t.co/4qiysccHgF
0,-1,"@BerndZiesemer Nach all Deiner nachweisbaren oder vorgetäuschten Ahnungslosigkeit zu Ukraine gibt es für Dich keinen einzigen Grund mehr, aufTwitter dazu noch einen einzigen Tweet zu schreiben. https://t.co/UQmz9KL768"
0,0,fragt @casablanca434 an werd hier nichtmehr aktiv sein
0,0,@NHL Scott Neidermeyer.
0,0,KUHSCHEISSESTAPLER erneut zerfahren und BESOFFEN? ᴴᴰ https://t.co/XABaOUwe5V via @YouTube
0,0,"Gut gemeint, schlecht umgesetzt: Die spanische Regierung erhielt erst viel Applaus für eine Sommer-Kampagne und dann viel Häme. Warum, erklärt unser Social-Media-Format ""The Cube"". #Spanien #bodypositivity #socialmedia #fails https://t.co/WAICQ5u00l"
0,0,"An allen Depeche Mode Fans, muss ich wirklich bis 22 Uhr auf 3 Sat  warten? @Snowy151016"
1,1,@incredibleLena @TheMechanist9 @smutje68 Bitte gerne 🤗
0,0,"Schlatt is in OTK's new video! ""SCHLATT IS GONE!""  https://t.co/rtEljoSy9Y https://t.co/u5qC9XQ5To"
-1,0,@PentzienT @WhatUdontknow2 @UweJelting @helgelindh Alles was mit Faschismus zu tun hat bezieht auf den Faschismus aus den 1930-45 Jahren. Menschen nutzen diese Begriff einfach um etwas auszudrücken was faktisch gesehen damit aber nichts zu tun hat. Man sagt ja auch nicht Bolschewiki wenn man über Diktaturen redet.
0,-1,"@TichysEinblick Deutschland 🇩🇪 hätte von Anfang an nämlich keinerlei Energieversorgungsprobleme gehabt, dies wurde aber von Anfang an eindeutig durch die inkompetente Ampel Regierung🚦 bewusst hierbei zum Schaden des gesamten deutschen Volkes 🇩🇪 herbeigeführt und sogar hierzu gewollt… https://t.co/4gpzSFIpwL"
0,-1,"Wenn Minister Özdemir einen geringeren Fleischkonsum propagiert, dann ist das genau dieser Paternalismus, den ich ablehne. Jeder wie er es mag."
0,0,wtb 2 tiket jxb day 4 fisik #zonauangᅠ #JakartaxBeauty
-1,-1,"Wenn die Kanzlergattin  200 Personen klagen kann, weil diese ein Posting geteilt haben, aber der Staat machtlos ist, wenn eine Ärztin in den Tod getrieben wird, läuft hier etwas gewaltig falsch."
0,0,"@2ndKauBoy Der schlimmste Code ist ja sowieso immer der eigene, den man nach ein paar Jahren mal wieder anschaut :)"
0,0,@veryvoolal3 nei mir hets komplett abgschalte ha so kb meh
0,0,@mariong1 Man muss halt ständig kontrollieren und anbinden.
0,0,"Russische Soldaten haben dem Feind Penis und Hoden entfernt. Man ist halt immer am meisten an dem interessiert, was man selbst nicht hat.  #StopPutin"
0,0,"Papsi komm mal schnell, die Fremden schreiben hier schon wieder ganz komische Sachen unter meine Tweets 🙈"
-1,0,"Mit der höchsten WHO-Warnstufe für #Affenpocken sind wir an einer Weggabelung angelangt:  Fallen die Menschen erneut darauf herein, beginnt Lauterbachs ewiger Ausnahmezustand. Vielleicht kommen aber auch einige ins Grübeln über die Corona ""Pandemie"". Poster zum Teilen: https://t.co/2gBkHYR7vT"
0,0,@LaLadyOi @einarmerpoet Ne alte Volvicflasche tuts da voll und ganz😄
0,0,"@EggertHeiko Ich hätte wohl auch einen gerufen und mach dir keine Sorge, zahlen musst du nur, wenn du wegen einem Mückenstich o.ä. anrufst."
0,-1,@leon_micha1 Drohen Sie mir?
1,1,@FlugschuleE Ich will unbedingt ihren/seinen Dealer kennenlernen! Das Zeug scheint der Hammer zu sein!
0,0,@couldbeusrn @dareal_pona E kallt ishe kon
0,0,@NrtFz_sub ktkr
0,-1,"@wast8357 @RND_de Wen oder wenn.. Wen juckt das schon. Irgendwoher müssen Sie doch Ihr Wissen haben, mögen uns hier aber nicht daran teilhaben lassen. Das ist jetzt blöd, weil ich kann ja auch behaupten, ich bin ein Dummerchen. Jedoch könnte ich das Gegenteil behaupten. Sie nicht 😉"
0,0,@Uli1241 möge die ganze Republik nun Dich zur Verantwortung ziehen
1,0,@sorgeweniger Klasse Aktion!🙏
0,0,"@BobbyBeatBeat Rettung anrufen, könnte Herzinfarkt sein"
0,0,es ist so so schwer schöne Sachen zu finden die man bei der Familie anziehen kann
0,0,"""Irreversibilität der Veränderung ökologischer Systeme in ihrer Regeneration ist noch nicht begriffen worden.""  ""Wenn wir Kipppunkte erreichen, können wir nicht einfach sagen: wir schalten Technologie wieder aus"" Maja Göpel @beyond_ideology @sciforfuture  https://t.co/IzQBHCkpBX"
0,-1,@roterpandabaer Shit der wird bei uns ungekühlt gelagert im Geschäft 👀
0,1,@FlyingFortress_ Diese Wand hätte das schon seit mindestens 40 Jahren nötig gehabt...endlich hat sich Schwabach mal was getraut. Super gemacht!
0,0,@Jannick1887 Mal sehen
0,0,"@NicoBee15 @frittenundbier @CarloMasala1 Ja, Hafen sowieso. Wir lagen an einem 20. April zu Besuch im Holzhafen in Oostende. Da wollten doch welche mit eine Kiste Bier Geburtstag feiern...🤮 Es gibt eben nichts was es nicht gibt."
-1,0,@PaanaxFPS keine ahnung mehr haben sogar öfters gescrimmt aber haben uns dann irgendwie beleidigt
-1,0,@denkeeinfachmal Mit Logik ist denen nicht beizukommen.
0,1,@maytweeted @snoip_ Also man muss dann auf mehr achten aber der tatsächliche Aufbau ist leichter :) also thats my opinion
0,0,@kopfkaputt0 ich meinte mirac
0,0,@kaoshxspam So heftig
0,0,@realAlexBlank Hör zu du Frischling...👇👇👇  https://t.co/cAShduLc0I
0,0,"@LadyAnnaT dramaturgisch ist ein Anschlag sicherlich spannender, ich schreibe den Anfang von Geschichten tatsächlich lieber zum Schluss, damit es zum restlichen Tenor der Story passt. Wird das denn ein Crime Thriller oder mehr eine Detektivgeschichte?"
0,-1,@myganyu ICH HABS GESEHEN GOTT WIE HOBBYLOS KANN MAN SEIN
-1,-1,@buxda23 WAS ZUR VERFICKTEN HÖLLE
0,0,"@mareWieMeer Naja, eher, dass wir uns bei einem Süßigkeitenmangel nicht in die Quere kommen würden. Was auch durchaus wichtig ist"
0,0,Mehr Kanonenfutter für den ukrainischen Fleischwolf. https://t.co/un9oPtGCDx
0,0,@AntonioIadanza_ haha schanze oder wo
0,0,@XaviiFN @noxloI Asuky ist nicht besser als not wertix auch nicht
0,0,"@No_Bore_Dom Kommt drauf an, wie lange du noch zu leben gedenkst. Wenn mehr als ein Jahr, lohnt es sich, wenn weniger, kauf dir lieber Konzertkarten und geh schön essen."
0,0,"@quarkswdr Vor 15 Jahren habe ich mir einen Diesel für 13.500 € gekauft. Bis jetzt 240tkm runter. Den muss ich jetzt fahren, bis es einen entsprechend strukturierten Gebrauchtmarkt mit günstigen elektrische Alternativen gibt die ich für 15K€ kaufen und dann 15 Jahre fahren kann."
0,0,@_Nuryeve @BrigandPetit Nimm ein Ottolenghi Buch. Du kannst so ziemlich an alles Koriander machen um es zu verbessern.
0,0,Wallapop warhammer.   Ese mundo. https://t.co/183NTdYHZw
-1,0,"Wer sich nicht infizieren will oder darf wird sukzessive von allen Lebensbereichen ausgeschlossen, auch von den überlebenswichtigen. Unfassbar was in diesem Land passiert und alles wird adrett verpackt - in Erlasse und Verordnungen.  #AusGruenden"
0,0,Wenn sie auf die Katzen Nummer reinfällt      
0,0,„Putin gehört in den Arm gefallen.“ Grünen-Chef Vizekanzler Werner Kogler versteckt sich nur noch wenig hinter der Neutralität. https://t.co/lrZLMvulqH
0,0,"Versprochen, morgen gibt's wieder Insekten."
0,0,hier gibt´s eine Buchstabiertabelle für die Schweiz... jetzt fehlt mir nur noch eine für Österreich 😊 #langtwt #langchat https://t.co/pLpULrx20X https://t.co/v6zTwgjADG
1,1,@AutZeit Tolles Zimmer!
-1,-1,"@KarlKorn3 Reines #WUNSCHDENKEN!! KEINER der schlimmsten #DRECKSÄCKE #VERBRECHER werden jemals bestraft. Die kaufen sich m.E. auch in der Justiz frei, sonst würden lange schon etliche #WIRTSCHAFTSKRIMINELLE u korrupte #POLITIKER im #Knast sitzen müssen!!m.E.@DIEZEIT @FAZ_Eil @welt @dpa_live"
0,0,"@Libra08101 Die, die das konnten sind wieder alle abgehaun und den Neubürgern ist sowas net zumutbar..bzw. benötigen noch Kurzlehrgänge Deutschland 2022"
0,0,Funktionieren eigentlich immer: Die 10 Twitterperlen des Tages! 😊 https://t.co/v6neS69sop
0,0,@austrocom Harald Mahrer!
-1,-1,"Bin nicht sicher, aber die Schrift ist scheiße."
0,0,@drguidoknapp Kurz darauf: Demos gegen Gender-Gaga.
0,0,@KHofsttter @FCBayern Wer is das ?!
-1,-1,"TW: Suizid/Mobbing  Kurz nach dem Selbstmord von Robert Enke werde ich mit einem Seitenblick im Kunstunterricht angeschaut: ""Wär ja schön, wenn sich da noch jemand auf die Gleise wirft."" Das werde ich nie vergessen. Dass sich jemand meinen Tod gewünscht hat."
0,0,Es gol de Julian lcdtm
0,0,"@MattHiaSeal @JensAschka @B19Jens @uberlauferin @nocberry @diva_lalocura @NachteuleMaggy @o00LouLou00o @Palwanda @H_wie_Hase @sfn_eddie @msnau_ ich bin kein umgang für sensible seehunde,  nur für  gestandene seadog-homies."
0,0,@rewinside Die Gomme Hymne? Nein! Die Deutsche National Hymne!!! 🙏🇩🇪 https://t.co/QLcsV1LlsP
0,0,@Current880 Jai hind axel
0,0,"@ChrisFormaggia Dommelsch, a.u.b."
-1,0,"Sie werden nicht sagen, dass sie Ungeimpfte diskriminiert, beleidigt, ausgegrenzt und terrorisiert haben. Dass sie ihnen Jahre geraubt haben.  Was sie sagen werden: #IhrHabtEuchSelbstAusgegrenzt.  Täter-Opfer-Umkehr.  Aber das Internet vergisst nicht. Hier ein #Thread mit Beweisen:"
0,0,@Panstrunska Da tagtäglich Linksfaschisten und Ökoterroristen im Reichstagsgebäude reden ist das ja wohl völlig harmlos! #b3007
0,0,@Kranzschwinger Wie viele Goldstücke konnte Annalener für uns Gewinnen?
0,0,"@and_smartie @Bibby182 @Trinchen312 Merke: Wenn ein ganz ein Kleiner ein ganz ein Großer wird, könnte sein, dass dennoch nur kleiner Geist ihn kürt!"
0,0,Carl Ernst Hinkefuss #bauhaus https://t.co/m6e6MhP8ku
-1,-1,"@BriHasselmann Keiner streut mehr Hass wie die Grünen. Mir hat ein Grüner geschrieben, dass ich meine Daseinsberechtigung verloren habe, weil ich mich nicht impfen lassen will. Ihr seid doch echt krank. Gerade Sie im BT eine einzige Blamage! Benehmen 6 setzten!"
1,1,@DerHinz Dankeee!
0,0,"@Tintifax15 Filterwatte? 🤔  Ne, da hängt ne ordentlich Steinbach Pumpe mit Filteranlage dran."
0,0,"Leuten, die ihre Kippen am Strand liegen lassen, darf man die doch hinterhertragen und ins Maurer-Dekolleté stecken oder? ODER???"
0,0,"@Zolenkan @karlnehammer @BMI_OE @vanderbellen @bkagvat ,.... Ja, hast Recht, hoffe es wird trotzdem richtig verstanden"
0,0,GEWEES CANTIKKKU REIII 😭😭😔 https://t.co/WnIyOS75YQ
0,0,@SchallHeinrich @UlrichWaldmann drei chancen und keine relevante Kritik. *G*
1,1,@saluwakay @UCUniversity 4.6 gpa is so great💯
1,0,@wunderlissy Aber richtig anregend👌
0,0,@armani_fanzy quitschquatsch
-1,0,"@Karl_Lauterbach Schön, dass Sie inzwischen erkennen, dass #LongCovid ein Problem ist, aber was ist mit den 300.000 #MECFS Erkrankten (nicht aktueller Stand!!) - wieso lassen sie uns im Stich?!"
1,1,"@mischlingsruede Einen schönen guten Abend, mein lieber Dösbaddel! 🙋‍♀️🤗😘 Ist sie - deswegen sind ja auch die kleinen Möpperle so süß...🐶❤"
0,0,@MaximYRN @Dicatte kann ich mit heinrich spielen?
1,1,@HaeliHarlekin Ich mag Züge
0,0,@E_smoggeruch Hab gehört das die sogar reinkacken
0,0,"@KKnulch @PolarisPrime1 „Man kann viel lernen, von jeder Art von Biestern!“ — Bram Stoker - Buch Dracula"
0,0,"#cannabissldauern mit #mutigsein #Zeitenwende, #Legalisierung und #Paradigmenwechsel🙄  Deshalb: Pass auf dass du nicht geschnappt wirst, sie sind nämlich hinter dir her Du alter Kiffer!  Dabei geht Ihre Gesellschaft am Alkoholismus zugrunde Aber dich jagen sie - DICH!!"
0,0,Heute unterwegs im Lipperland https://t.co/vWiVFvrFNC
0,0,"@KindundKittel Dassies aka Klippschliefer, der nächste Verwandte zum Elefanten ^^ https://t.co/cVykEYy6bW"
-1,-1,"@erkmen_asli @AdrianFreeman22 @derspiegel Bist du etwa eine Rassistin? Deine Sätze ergeben leider keinen Sinn, weil du sie so wahnsinnig falsch und schlecht schreibst. Erstmal die Basics lernen (deutsch 1. - 6. Klasse), dann darfst du auch eine relevante Meinung vertreten, vorher nimmt dich keiner ernst 💁‍♂️"
-1,-1,"Wer im Herbst wegen hoher Gaspreise vor dem Bundestag und nicht vor der russischen Botschaft protestiert, der ist wirklich genauso dumm, wie die russische Propaganda unsere Gesellschaft gerne darstellt."
0,0,"Ich Präsentiere: 💥SHRIMP MÖRLI 💥  und damit auch mein erstes Aufgenommenes Karaoke Cover auf Youtube   333 https://t.co/Af4Ibd4Ayx  (Zeichnungen, rig und Animation von mir mit Hilfe von @BaruVT  #moerliart) https://t.co/eP8s5NqW9w"
0,0,@FCBayern @mdeligt_04 AUFSTELLUNG HALLO
0,0,frankdegods LFG! ThumbWarsNFT #ThumbWars https://t.co/3KUlSFoxBv
0,-1,"@SawsanChebli Da draußen....?!!!  Da draußen,da is das reale Leben. Wo sich der kleine Handwerker, Kraftfahrer, Lagerist, die Verkäuferin, Erzieherin, Krankenschwester .... usw. sich das Leben nicht mehr leisten können aufgrund eurer Deutschlandverachtenden Politik 😡😡😡 https://t.co/uZbpahOZHt"
0,0,"Die #Gewinnzahlen bei #Lotto6aus49, vom 30.07.2022 lauten: 8, 19, 25, 27, 33, 34 Superzahl: 6 #Spiel77: 7819961 #Super6: 334034 Alle Gewinnzahlen unter: https://t.co/jy1nNUtGmN https://t.co/WVjAGwbZvo"
1,1,@rzyfps Fühle mich geschmeichelt 👀
-1,-1,@franschisska @FreundlichesD Er ist immer ein spast
0,0,Demonstration gegen Corona-Maßnahmen am Brandenburger Tor https://t.co/ds2RJZ5Sji https://t.co/Axk9fyim4M
0,0,was war das heute 80 Mitteilungen bekommen habe ich da nicht mitbeteiligt🤔😢😭
0,0,Nameerrn https://t.co/QR9tGcOOb3
-1,-1,"Lieber @Markus_Soeder, Sie haben seit Jahren bei der #Windkraft nicht Tiki-Taka-Politik, sondern Totalblockade gemacht, was uns erst in die aktuelle Krise geführt hat. Liefern Sie erst mal ein Konzept für das Ende der Gasabhängigkeit in Bayern. Dann können Sie weiter kritisieren. https://t.co/mMHMDW8dfQ"
0,-1,"Da hab ich gestern doch tatsächlich die zweite Seite unterschlagen, die kaum Inhalt birgt, aber belegt, dass das kein Alleingang war, sondern der gesamte Vorstand der ""Basis"" Osnabrück dahinter steht. Gruselig. https://t.co/dwtm6dDS4R"
0,0,"@MichaelEsders Im Prinzip war die gesamte Konservative Revolution stark nominalistisch, bzw. irrationalistisch geprägt, während man im Gegenteil ja in Aufklärung und Rationalismus den Feind gesehen hat, wie die Moeller van den Bruck Zitate recht schön zeigen."
0,1,heute wieder das erste mal feiern seit 2019 ich bin gespannt
0,0,Maskenpflicht in Innenräumen: Wollen wir die maskierte Gesellschaft? https://t.co/bFIocABjqg #fplus
0,0,"@socmed_fh Damit kann man prima auf dem Radweg parken, ohne die Fußgänger und Autofahrer zu behindern. 😜"
1,0,"@EpicEugen Gute Besserung, Eugen.   3 Es ist gut, dass du auf deinen Körper hörst und nichts erzwingst c: Willst ja nicht so enden wie ich! Wenn was ist, hmu!"
0,0,@Morgileinchen @Its_joenna @Gronkh Oder zum einschlafen Erik und Tobi schauen
0,0,"„Wie kann man jemanden zwingen, einen Impfstoff zu nehmen, ‚um die Übertragung zu stoppen‘, wenn dieser Impfstoff die Übertragung gar nicht stoppt?“   - Dr. Joe Ladapo, Florida Surgeon General  Florida  https://t.co/Iijbgtg5qX"
0,0,@elisazeronje schwierig
0,0,"@BUTT0NEYED mhm angel, im angel"
0,-1,"@kili_jr2 Es beginnt also. Wir fangen an gegenzurechnen.  Die Eliten lachen sich kaputt über ""ihr"" Volk."
0,0,Jacky Ickx  /  Ronnie Peterson  /  Arturo Merzario  /  GP Nürburgring 1972.   #F1 📸 Rainer Schlegelmilch / Getty Images. https://t.co/Pfurm1AXY4
0,0,Virat Kohli is the brand ambassador of BSF https://t.co/o8H1vceXmM
1,-1,"@DerHeuwer Ich beneide @Krawallbrause69 , dass er jetzt meinen Körper hat"
0,0,"@NicoleLeipzig Von so etwas gibt es Videos in den ""sozialen"" Netzwerken? OmG"
0,-1,"𝔻𝕖𝕦𝕥𝕤𝕔𝕙𝕝𝕒𝕟𝕕 𝟚𝟘𝟚𝟚 𝗨𝗻𝗴𝗲𝗶𝗺𝗽𝗳𝘁𝗲  = Mörder, Terroristen, Nazis 𝗛𝗲𝗶𝘇𝗸𝗼𝘀𝘁𝗲𝗻𝗸𝗿𝗶𝘁𝗶𝗸𝗲𝗿 = Nazis 𝗭𝗶𝘁𝗮𝘁𝘀𝗮𝗺𝗺𝗹𝘂𝗻𝗴 = Todesliste Ihr Bunten habt so fertig.😂🤦‍♀️ Man sollte eure Heimleiter wegen Verletzung der Aufsichtspflicht anzeigen."
-1,0,@msulzbacher Er hatte quasi keine andere Wahl als Anna Politkowskaja ermorden zu lassen. Als Olaf-Palme Preisträgerin war sie klar ein Nazi! Und ihre journalistische Arbeit über Tschetschenien war Natopropaganda. Außerdem wurde sie nicht von ihm sondern Azov ermordet. Oder so.
0,0,@JustinBSC1892 😂😂😂😂😂 ich bin auchh bei kicker dabei um die fädder ausscheiden zu sehn
0,0,@Harlekin1991 @k3vk4 @MHoppelpoppel @schorn_stephan du hast aber das Hoodie! 🤣
0,0,@HansThalhoffer @Ickthumb @SGEintracht1899 @Kosticinho10 Nö: Arbeitgeber will seine Pflichten aus dem Arbeitsvertrag nicht erfüllen - dann hat er keinen Anspruch auf die Vergütung. Bei einvernehmlicher Regelung Ruhen ohne Vergütung
0,0,@WikiRogi Schnall dich an. Jetzt wird’s ernst 👮🏻‍♂️🚨👮🏻‍♂️🚨
0,-1,@Nightmare_Keks Gescheiterte Existenzen haben wieder einen Sinn im Leben gefunden 🤡
0,0,@xLasoo @Charlxnx1 @Ollixesh @GladonMr Gibt ja auch Leute mit Taschenrechner....bei nem Fanfest
-1,0,"@lorddingens Diese selbst ernannten Donbass-Republiken haben sich 2014 dem gewaltsamen Umsturz in Kiew wiedersetzt. Seitdem tobt dort ein ukrainischer Bürgerkrieg, die Ukrain. Armee, besonders diese nazi-bataillone assow usw. schießen seitdem wahllos mit Artillerie in die bewohnten Gebiete..."
0,1,@cartmanplush ASTER SHE LOOKS SO PRETTY EEEHRIWHRHE
0,0,Kein Anstieg der Suizidraten während der COVID-19-Pandemie ergab eine Analyse der Suizidstatistiken aus drei deutschen Bundesländern mit insgesamt elf Millionen Einwohnern über einen Erhebungszeitraum von 2017 bis einschließlich Dezember. https://t.co/QZk4A3G7rv @JSchmitzLeipzig
